gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
061685,01,000208,20111221,20131229,Nasdaq 100,LGCAP,I0028,,,EXCHG,NUANCE COMMUNICATIONS INC,NUAN,67020Y100,0001002517,7372,511210
010499,01,000208,20120423,,Nasdaq 100,LGCAP,I0028,,,EXCHG,TEXAS INSTRUMENTS INC,TXN,882508104,0000097476,3674,334413
165675,01,000208,20120530,20171217,Nasdaq 100,LGCAP,I0028,,,EXCHG,VIACOM INC,VIAB,92553P201,0001339947,4833,515120
142953,01,000208,20120724,,Nasdaq 100,LGCAP,I0028,,,EXCHG,MONDELEZ INTERNATIONAL INC,MDLZ,609207105,0001103982,2000,311
170617,01,000208,20121212,,Nasdaq 100,LGCAP,I0028,,,EXCHG,FACEBOOK INC,FB,30303M102,0001326801,7370,519130
001632,01,000208,20121228,,Nasdaq 100,LGCAP,I0028,,,EXCHG,ANALOG DEVICES,ADI,032654105,0000006281,3674,334413
011399,01,000208,20121228,,Nasdaq 100,LGCAP,I0028,,,EXCHG,WESTERN DIGITAL CORP,WDC,958102105,0000106040,3572,334112
023812,01,000208,20121228,,Nasdaq 100,LGCAP,I0028,,,EXCHG,REGENERON PHARMACEUTICALS,REGN,75886F107,0000872589,2834,325412
160549,01,000208,20121228,,Nasdaq 100,LGCAP,I0028,,,EXCHG,LIBERTY GLOBAL PLC,LBTYK,G5480U104,0001570585,4841,515210
180652,01,000208,20121228,,Nasdaq 100,LGCAP,I0028,,,EXCHG,VERISK ANALYTICS INC,VRSK,92345Y106,0001442145,6411,524298
032280,01,000208,20121228,20130319,Nasdaq 100,LGCAP,I0028,,,EXCHG,STARZ,STRZA,85571Q102,0001507934,4833,515120
138743,01,000208,20121228,20150322,Nasdaq 100,LGCAP,I0028,,,EXCHG,EQUINIX INC,EQIX,29444U700,0001101239,6798,531120
031616,01,000208,20121228,20150728,Nasdaq 100,LGCAP,I0028,,,EXCHG,CATAMARAN CORP,CTRX,148887102,0001363851,7372,511210
121382,01,000208,20121228,20170320,Nasdaq 100,LGCAP,I0028,,,EXCHG,SBA COMMUNICATIONS CORP,SBAC,78410G104,0001034054,6798,531190
164296,01,000208,20121228,20171217,Nasdaq 100,LGCAP,I0028,,,EXCHG,DISCOVERY INC,DISCA,25470F104,0001437107,4841,515210
012978,01,000208,20130320,20150702,Nasdaq 100,LGCAP,I0028,,,EXCHG,KRAFT FOODS GROUP INC,KRFT,50076Q106,0001545158,2000,311
017010,01,000208,20130605,20160417,Nasdaq 100,LGCAP,I0028,,,EXCHG,LIBERTY MEDIA SIRIUSXM GROUP,LSXMK,531229409,,4832,515112
147579,01,000208,20130606,,Nasdaq 100,LGCAP,I0028,,,EXCHG,NETFLIX INC,NFLX,64110L106,0001065280,7841,532230
184996,01,000208,20130715,,Nasdaq 100,LGCAP,I0028,,,EXCHG,TESLA INC,TSLA,88160R101,0001318605,3711,336111
126136,03,000208,20130730,,Nasdaq 100,LGCAP,I0028,,,EXCHG,CHARTER COMMUNICATIONS INC,CHTR,16119P108,0001091667,4841,515210
028877,01,000208,20130829,20151220,Nasdaq 100,LGCAP,I0028,,,EXCHG,KEURIG DR PEPPER INC,KDP,49271M100,0001418135,2086,312111
063987,93,000208,20131030,20151220,Nasdaq 100,LGCAP,I0028,,,EXCHG,VEON LTD,VEON,91822M106,0001468091,4812,517210
028930,02,000208,20131120,,Nasdaq 100,LGCAP,I0028,,,EXCHG,MARRIOTT INTL INC,MAR,571903202,0001048286,7011,721110
138205,01,000208,20131230,,Nasdaq 100,LGCAP,I0028,,,EXCHG,ILLUMINA INC,ILMN,452327109,0001110803,3826,334516
184725,01,000208,20131230,20170207,Nasdaq 100,LGCAP,I0028,,,EXCHG,NXP SEMICONDUCTORS NV,NXPI,N6596X109,0001413447,3674,334413
199356,01,000208,20131230,20170426,Nasdaq 100,LGCAP,I0028,,,EXCHG,TRIPADVISOR INC,TRIP,896945201,0001526520,7370,519130
029736,01,000208,20131230,20171217,Nasdaq 100,LGCAP,I0028,,,EXCHG,TRACTOR SUPPLY CO,TSCO,892356106,0000916365,5200,453998
060900,01,000208,20131230,20180723,Nasdaq 100,LGCAP,I0028,,,EXCHG,DISH NETWORK CORP,DISH,25470M109,0001001082,4841,515210
160329,03,000208,20140403,,Nasdaq 100,LGCAP,I0028,,,EXCHG,ALPHABET INC,GOOGL,02079K107,0001652044,7370,519130
017010,03,000208,20140730,20160417,Nasdaq 100,LGCAP,I0028,,,EXCHG,LIBERTY MEDIA SIRIUSXM GROUP,LSXMK,531229607,,4832,515112
164296,03,000208,20140807,20171217,Nasdaq 100,LGCAP,I0028,,,EXCHG,DISCOVERY INC,DISCA,25470F302,0001437107,4841,515210
013664,01,000208,20141015,20180311,Nasdaq 100,LGCAP,I0028,,,EXCHG,GCI LIBERTY INC,GLIBA,36164V305,,5961,454111
001045,04,000208,20141222,,Nasdaq 100,LGCAP,I0028,,,EXCHG,AMERICAN AIRLINES GROUP INC,AAL,02376R102,0000006201,4512,481111
006565,01,000208,20141222,,Nasdaq 100,LGCAP,I0028,,,EXCHG,LAM RESEARCH CORP,LRCX,512807108,0000707549,3559,333242
012886,01,000208,20141222,,Nasdaq 100,LGCAP,I0028,,,EXCHG,TWENTY-FIRST CENTURY FOX INC,FOXA,90130A200,0001308161,4888,515210
016721,01,000208,20141222,,Nasdaq 100,LGCAP,I0028,,,EXCHG,ELECTRONIC ARTS INC,EA,285512109,0000712515,7372,511210
160549,05,000208,20141222,,Nasdaq 100,LGCAP,I0028,,,EXCHG,LIBERTY GLOBAL PLC,LBTYK,G5480U120,0001570585,4841,515210
003226,02,000208,20141222,20151211,Nasdaq 100,LGCAP,I0028,,,EXCHG,COMCAST CORP,CMCSA,20030N200,0001166691,4841,515210
011264,01,000208,20150323,,Nasdaq 100,LGCAP,I0028,,,EXCHG,WALGREENS BOOTS ALLIANCE INC,WBA,931427108,0001618921,5912,446110
024724,01,000208,20150702,20151220,Nasdaq 100,LGCAP,I0028,,,EXCHG,LIBERTY LATIN AMERICA LTD,LILAK,G9001E102,0001712184,4841,515210
024724,02,000208,20150702,20151220,Nasdaq 100,LGCAP,I0028,,,EXCHG,LIBERTY LATIN AMERICA LTD,LILAK,G9001E128,0001712184,4841,515210
005568,04,000208,20150703,,Nasdaq 100,LGCAP,I0028,,,EXCHG,KRAFT HEINZ CO,KHC,500754106,0001637459,2030,31142
122257,01,000208,20150728,,Nasdaq 100,LGCAP,I0028,,,EXCHG,BIOMARIN PHARMACEUTICAL INC,BMRN,09061G101,0001048477,2836,325414
019744,90,000208,20150729,,Nasdaq 100,LGCAP,I0028,,,EXCHG,JD.COM INC  -ADR,JD,47215P106,0001549802,5961,454111
001327,01,000208,20150805,,Nasdaq 100,LGCAP,I0028,,,EXCHG,SKYWORKS SOLUTIONS INC,SWKS,83088M102,0000004127,3674,334413
029127,01,000208,20151007,,Nasdaq 100,LGCAP,I0028,,,EXCHG,INCYTE CORP,INCY,45337C102,0000879169,2836,325414
024616,01,000208,20151111,,Nasdaq 100,LGCAP,I0028,,,EXCHG,PAYPAL HOLDINGS INC,PYPL,70450Y103,0001633917,7374,518210
014256,01,000208,20151221,,Nasdaq 100,LGCAP,I0028,,,EXCHG,MAXIM INTEGRATED PRODUCTS,MXIM,57772K101,0000743316,3674,334413
017874,01,000208,20151221,,Nasdaq 100,LGCAP,I0028,,,EXCHG,T-MOBILE US INC,TMUS,872590104,0001283699,4812,517210
126296,02,000208,20151221,,Nasdaq 100,LGCAP,I0028,,,EXCHG,EXPEDIA GROUP INC,EXPE,30212P303,0001324424,4700,561510
157413,90,000208,20151221,,Nasdaq 100,LGCAP,I0028,,,EXCHG,CTRIP.COM INTL LTD,CTRP,22943F100,0001269238,4700,561510
178704,01,000208,20151221,,Nasdaq 100,LGCAP,I0028,,,EXCHG,ULTA BEAUTY INC,ULTA,90384S303,0001403568,5990,446120
063645,01,000208,20151221,20160719,Nasdaq 100,LGCAP,I0028,,,EXCHG,ENDO INTERNATIONAL PLC,ENDP,G30401106,0001593034,2834,325412
104432,01,000208,20151221,20171217,Nasdaq 100,LGCAP,I0028,,,EXCHG,NORWEGIAN CRUISE LINE HLDGS,NCLH,G66721104,0001513761,4400,483112
002574,01,000208,20160226,,Nasdaq 100,LGCAP,I0028,,,EXCHG,CSX CORP,CSX,126408103,0000277948,4011,482111
137435,90,000208,20160316,,Nasdaq 100,LGCAP,I0028,,,EXCHG,NETEASE INC,NTES,64110W102,0001110646,7370,519130
027186,01,000208,20160418,20160621,Nasdaq 100,LGCAP,I0028,,,EXCHG,LIBERTY MEDIA BRAVES GROUP,BATRK,531229706,,7900,711211
027186,03,000208,20160418,20160621,Nasdaq 100,LGCAP,I0028,,,EXCHG,LIBERTY MEDIA BRAVES GROUP,BATRK,531229888,,7900,711211
027187,01,000208,20160418,20160621,Nasdaq 100,LGCAP,I0028,,,EXCHG,LIBERTY MEDIA FORMULA ONE,FWONK,531229870,,7948,711212
027187,03,000208,20160418,20160621,Nasdaq 100,LGCAP,I0028,,,EXCHG,LIBERTY MEDIA FORMULA ONE,FWONK,531229854,,7948,711212
013700,01,000208,20160622,20181129,Nasdaq 100,LGCAP,I0028,,,EXCHG,DENTSPLY SIRONA INC,XRAY,24906P109,0000818479,3843,339114
027965,01,000208,20160720,,Nasdaq 100,LGCAP,I0028,,,EXCHG,MICROCHIP TECHNOLOGY INC,MCHP,595017104,0000827054,3674,334413
212340,90,000208,20161019,,Nasdaq 100,LGCAP,I0028,,,EXCHG,SHIRE PLC,SHPG,82481R106,0000936402,2836,325414
003062,01,000208,20161219,,Nasdaq 100,LGCAP,I0028,,,EXCHG,CINTAS CORP,CTAS,172908105,0000723254,2320,315220
005518,01,000208,20161219,,Nasdaq 100,LGCAP,I0028,,,EXCHG,HASBRO INC,HAS,418056107,0000046080,3944,339930
006304,01,000208,20161219,,Nasdaq 100,LGCAP,I0028,,,EXCHG,KLA-TENCOR CORP,KLAC,482480100,0000319201,3827,333314
020904,01,000208,20161219,,Nasdaq 100,LGCAP,I0028,,,EXCHG,HOLOGIC INC,HOLX,436440101,0000859737,3844,334517
024724,01,000208,20161219,20180102,Nasdaq 100,LGCAP,I0028,,,EXCHG,LIBERTY LATIN AMERICA LTD,LILAK,G9001E102,0001712184,4841,515210
024724,02,000208,20161219,20180102,Nasdaq 100,LGCAP,I0028,,,EXCHG,LIBERTY LATIN AMERICA LTD,LILAK,G9001E128,0001712184,4841,515210
005783,01,000208,20170208,,Nasdaq 100,LGCAP,I0028,,,EXCHG,HUNT (JB) TRANSPRT SVCS INC,JBHT,445658107,0000728535,4213,484121
024197,01,000208,20170320,,Nasdaq 100,LGCAP,I0028,,,EXCHG,IDEXX LABS INC,IDXX,45168D104,0000874716,2835,325413
149318,01,000208,20170427,,Nasdaq 100,LGCAP,I0028,,,EXCHG,WYNN RESORTS LTD,WYNN,983134107,0001174922,7990,721120
178081,01,000208,20170619,,Nasdaq 100,LGCAP,I0028,,,EXCHG,MERCADOLIBRE INC,MELI,58733R102,0001099590,7370,517919
141384,01,000208,20171030,,Nasdaq 100,LGCAP,I0028,,,EXCHG,ALIGN TECHNOLOGY INC,ALGN,016255101,0001097149,3843,339114
013421,01,000208,20171218,,Nasdaq 100,LGCAP,I0028,,,EXCHG,CADENCE DESIGN SYSTEMS INC,CDNS,127387108,0000813672,7372,511210
015044,01,000208,20171218,,Nasdaq 100,LGCAP,I0028,,,EXCHG,WORKDAY INC,WDAY,98138H101,0001327811,7372,511210
024975,01,000208,20171218,,Nasdaq 100,LGCAP,I0028,,,EXCHG,SYNOPSYS INC,SNPS,871607107,0000883241,7372,511210
061214,90,000208,20171218,,Nasdaq 100,LGCAP,I0028,,,EXCHG,ASML HOLDING NV,ASML,N07059210,0000937966,3559,333242
064630,01,000208,20171218,,Nasdaq 100,LGCAP,I0028,,,EXCHG,TAKE-TWO INTERACTIVE SFTWR,TTWO,874054109,0000946581,7372,511210
008479,01,000208,20180724,,Nasdaq 100,LGCAP,I0028,,,EXCHG,PEPSICO INC,PEP,713448108,0000077476,2080,311919
184725,01,000208,20181107,,Nasdaq 100,LGCAP,I0028,,,EXCHG,NXP SEMICONDUCTORS NV,NXPI,N6596X109,0001413447,3674,334413
007977,01,000208,20181129,,Nasdaq 100,LGCAP,I0028,,,EXCHG,XCEL ENERGY INC,XEL,98389B100,0000072903,4931,2211
